name,id,numeric_id,variant_group,sort_order,sort_feature,template,type,railtype,year,end_year,service,cars,power,secondary_power,cyl_d,cyl_len,cyl_n,steam_psi,rpm,wheel_d,ihp,weight,tender_weight,loading_speed,tractive_effort,te_coeff,speed,kmhish_speed,secondary_speed,speed_conf,length,scale_len,width,height,capacity,voxel_size,ttd_len,tender,articulated_lengths,effect_unit,manual_lengths,manual_ttd_len,layout,pantograph_unit,new_sprites,reuse_sprites,animated,replace_last_wagon,vehicle_life,lifespan,run_cost_penalty,purchase_penalty,speed_cost_factor,power_cost_factor,te_cost_factor,year_multiplier,capacity_factor,type_run_cost,type_purchase_cost,cost,running_cost,cost_gbp,run_cost_gbp,double_headed,dvt,use_mu_engine_logic,tilting,multiple_working,requires_second_power_car,purchase_length,enable_param,intro_month,cargo_age_period,pax_special,cargo_handling,default_cargo,era_id,category,era_cat,power_class,length_text,power_text,units_text,bio,gameplay_text,brake_text,additional_text,has_aged_variant
"Stephenson ""Locomotion No. 1""",locomotion_no_1,751,,4,FEAT_TRAINS,locomotive,steam,PLATEWAY,1825,,1857,,25,,9,24,2,50,54,1.22,18.86177347,4,3,,10,0.14,15,24,,,,6,,,0,60x0x0,4,stockton_tender,"1,2,1,1,2,1",,,,,,,,1,,24,40,-29,-8,3,0.125,0.5,1.00,0,1.15,1.7,8,10,"$6,250",$813,,,,,,,,,1,,,,,early,Mixed Traffic,early_Mixed Traffic,steam_PLATEWAY,{BLACK}Length: {GOLD}0.5 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Originally named ""Active"", the Stockton and Darlington's Locomotion No. 1 was the first steam locomotive to operate on a public railway. Unfortunately the early design was flawed and it soon became obsolete.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}Originally named ""Active"", the Stockton and Darlington's Locomotion No. 1 was the first steam locomotive to operate on a public railway. Unfortunately the early design was flawed and it soon became obsolete.",
"Hackworth ""Royal George""",royal_george,752,,5,FEAT_TRAINS,locomotive,steam,PLATEWAY,1827,,1858,,30,,9,36,2,50,55,1.44,28.76420455,5,3,,11,0.14,18,29,,,,8,,,0,82x0x0,5,stockton_tender,"2,1,2,1,2,1",,,,,,,,1,,26,39,-26,-8,3.6,0.15,0.55,1.00,0,1.15,1.7,10,15,"$7,813","$1,219",,,,,,,,,11,,,,,early,Mixed Traffic,early_Mixed Traffic,steam_PLATEWAY,{BLACK}Length: {GOLD}0.6 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Timothy Hackworth was an influential early locomotive engineer. The Royal George locomotive was built around the boiler from an earlier locomotive Chittaprat, and was capable of hauling heavy coal trains.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.6 tiles{}{SILVER}Timothy Hackworth was an influential early locomotive engineer. The Royal George locomotive was built around the boiler from an earlier locomotive Chittaprat, and was capable of hauling heavy coal trains.",
"""Cycloped""",cycloped,152,,6,FEAT_TRAINS,cycloped,horses,PLATEWAY,1829,,1842,,10,,,,,,,,,3,,,8,0.27,22,35,,,,8,,,0,82x0x0,5,,"2,1,2",,,,,,,,1,,12,21,-13,-1,4.4,0.05,0.4,1.00,0,0.5,0.5,4,2,"$3,125",$163,,,,,,,,,3,,,,,early,Mixed Traffic,early_Mixed Traffic,horses_PLATEWAY,{BLACK}Length: {GOLD}0.4 tiles{},{BLACK}Powered by: {GOLD}Grass and hay,,"Brandreth's ""Cycloped"" was the only entry in the Rainhill Trials not powered by steam. Unfortunately during the trials the horse burst through the floor, withdrawing it from the competition.",,,"{BLACK}Powered by: {GOLD}Grass and hay {}{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}Brandreth's ""Cycloped"" was the only entry in the Rainhill Trials not powered by steam. Unfortunately during the trials the horse burst through the floor, withdrawing it from the competition.",
"Stephenson ""Rocket""",stephenson_rocket,153,,7,FEAT_TRAINS,locomotive,steam,PLATEWAY,1829,,1846,,30,,8,17,2,50,91,1.44,17.88720539,4,3,,8.5,0.12,30,48,,,,6,,,0,60x0x0,4,rocket_tender,"1,2,1,1,2,1",,,,,,,,1,,22,25,-28,-12,6,0.15,0.425,1.00,0,1.15,1.7,10,19,"$7,813","$1,544",,,,,,,,,3,,,,,early,Mixed Traffic,early_Mixed Traffic,steam_PLATEWAY,{BLACK}Length: {GOLD}0.5 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Although not the first steam locomotive, Rocket's advanced design and success in the Rainhill trials made it the pivotal design for steam engines to replace horses on the railway.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}Although not the first steam locomotive, Rocket's advanced design and success in the Rainhill trials made it the pivotal design for steam engines to replace horses on the railway.",
"Stephenson ""Planet""",stephenson_planet,154,,8,FEAT_TRAINS,locomotive,steam,PLATEWAY,1830,,1850,,50,,11,16,2,50,101,1.52,35.17909357,4.3,3,,8.5,0.12,35,56,,,,6,,,0,60x0x0,4,stephenson_tender,"1,2,1,1,2,1",,,,,,,,,,26,28,-24,-12,7,0.25,0.425,1.00,0,1.15,1.7,13,26,"$10,156","$2,113",,,,,,,,,9,,,,,early,Mixed Traffic,early_Mixed Traffic,steam_PLATEWAY,{BLACK}Length: {GOLD}0.5 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Stephenson's ""Planet"" locomotives made several improvements to the Rocket design, including being the first locomotive to feature cylinders inside the frame.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}Stephenson's ""Planet"" locomotives made several improvements to the Rocket design, including being the first locomotive to feature cylinders inside the frame.",
"Stephenson ""Patentee""",stephenson_patentee,155,,9,FEAT_TRAINS,locomotive,steam,RAIL,1833,,1865,,75,,11,16,2,50,109,1.52,38.19444444,5,3,,11,0.14,38,61,,,,8,,,0,82x0x0,5,stephenson_tender,"2,1,2,1,2,1",,,,,,,,,,28,40,-16,-10,7.6,0.375,0.55,1.00,0,1.15,1.7,16,36,"$12,500","$2,925",,,,,,,,,9,,,,,early,Mixed Traffic,early_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.6 tiles{},{BLACK}Powered by: {GOLD}Steam,,"The Patentee was an enlarged version of the Planet type with an additional trailing rear axle, making it more stable and allowing a larger firebox.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.6 tiles{}{SILVER}The Patentee was an enlarged version of the Planet type with an additional trailing rear axle, making it more stable and allowing a larger firebox.",
"LMR 0-4-2 ""Lion""",lmr_lion,156,,10,FEAT_TRAINS,locomotive,steam,RAIL,1838,,1870,,100,,14,18,2,50,117,1.5,74.24242424,8,4,,18,0.15,40,64,,,,8,,,0,82x0x0,5,crampton_tender,"2,1,2,1,2,1",,,,,,,,1,,32,40,-5,-8,8,0.5,0.9,1.00,0,1.15,1.7,20,49,"$15,625","$3,981",,,,,,,,,5,,,,,early,Mixed Traffic,early_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.6 tiles{},{BLACK}Powered by: {GOLD}Steam,,"The Liverpool and Manchester Railway's ""Lion"" is most famous for its appearance in the 1953 film ""The Titfield Thunderbolt"", in which it sustained a dent which can still be seen today.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.6 tiles{}{SILVER}The Liverpool and Manchester Railway's ""Lion"" is most famous for its appearance in the 1953 film ""The Titfield Thunderbolt"", in which it sustained a dent which can still be seen today.",
"Bury ""Coppernob""",bury_coppernob,160,,11,FEAT_TRAINS,locomotive,steam,RAIL,1846,,1900,,250,,14,24,2,110,122,1.44,226.8518519,19,11,,34,0.11,40,64,,,,8,,,0,82x0x0,5,bury_tender,"2,1,2,1,2,1",,,,,,,,1,,30,62,,-5,8,1.25,1.7,1.00,0,1.15,1.7,26,58,"$20,313","$4,713",,,,,,,,,7,,,,,early,Mixed Traffic,early_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.6 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Bury's bar frame locomotives used iron frames between the wheels to reduce weight. The ""Coppernob"" was named for its copper-plated firebox.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.6 tiles{}{SILVER}Bury's bar frame locomotives used iron frames between the wheels to reduce weight. The ""Coppernob"" was named for its copper-plated firebox.",
Crampton Locomotive,crampton_locomotive,164,,12,FEAT_TRAINS,locomotive,steam,RAIL,1847,,1885,,300,,14,24,2,130,131,2,289.5454545,21,11,,28,0.09,60,96,,,8,8,,,0,82x0x0,5,crampton_tender,"2,1,2,1,2,1",,,,,,,,1,,28,46,,-5,12,1.5,1.4,1.00,0,1.15,1.7,35,69,"$27,344","$5,606",,,,,,,,,9,,,,,early,Express,early_Express,steam_RAIL,{BLACK}Length: {GOLD}0.6 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Crampton locomotives were designed for a low centre of gravity, to run at higher speeds on standard gauge track. Features included large driving wheels and an oval boiler.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.6 tiles{}{SILVER}Crampton locomotives were designed for a low centre of gravity, to run at higher speeds on standard gauge track. Features included large driving wheels and an oval boiler.",
NER 1001 Class,ner_1001_class,166,,13,FEAT_TRAINS,locomotive,steam,RAIL,1852,,1923,,500,,17,26,2,140,146,1.5,553.4301347,36,22.5,,65,0.11,50,80,,,,10,,,0,102x0x0,6,ner_tender,"2,2,2,1,2,1",,,,,,,,1,,30,79,,,10,2.5,3.25,1.00,0,1.15,1.7,42,72,"$32,813","$5,850",,,,,,,,,10,,,,,vct,Freight,vct_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,"The NER 1001 Class is typical of a ""long boiler"" freight engine, with a small firebox mounted behind the rear axle.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The NER 1001 Class is typical of a ""long boiler"" freight engine, with a small firebox mounted behind the rear axle.",
LNWR DX Goods,lnwr_dx_goods,167,,14,FEAT_TRAINS,locomotive,steam,RAIL,1858,,1930,,450,,17,24,2,120,111,1.575,333.6219336,19,10,,51,0.18,40,64,,,,10,,,0,102x0x0,6,ner_tender_low,"2,2,2,1,2,1",,,,,,,,1,,31,80,,,8,2.25,2.55,1.00,0,1.15,1.7,35,63,"$27,344","$5,119",,,,,,,,,9,,,,,vct,Express,vct_Express,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,More LNWR DX Goods locomotives were produced than any other steam locomotive class: 943 in total.,,,{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}More LNWR DX Goods locomotives were produced than any other steam locomotive class: 943 in total.,
LNWR Lady of the Lake class,lnwr_lady,168,,15,FEAT_TRAINS,locomotive,steam,RAIL,1859,,1907,,400,,16,24,2,120,134,2.28,357.2567783,27.4,15,,31,0.07,70,112,,,,8,,,0,82x0x0,5,crampton_tender,"2,1,2,1,2,1",,,,,,,,1,,30,56,5,6,14,2,1.55,1.00,0,1.15,1.7,52,82,"$40,625","$6,663",,,,,,,,,11,,,,,vct,Express,vct_Express,steam_RAIL,{BLACK}Length: {GOLD}0.6 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Cast iron coupling rods could not withstand high speeds, so early express locomotives used a large single driving wheel to reduce valve gear speeds.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.6 tiles{}{SILVER}Cast iron coupling rods could not withstand high speeds, so early express locomotives used a large single driving wheel to reduce valve gear speeds.",
GWR 517 Class,gwr_517_class,170,,16,FEAT_TRAINS,locomotive,steam,RAIL,1868,,1945,,350,,15,24,2,150,117,1.5,340.9090909,35.8,,,65,0.18,40,64,,,8.65,8.65,,3.7,0,82x0x55,5,,"2,1,2",,,,,,,,1,,30,85,,,8,1.75,3.25,1.00,0,1.15,1.7,36,64,"$28,125","$5,200",,,,,,,,,12,,,,,vct,Mixed Traffic,vct_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},{BLACK}Powered by: {GOLD}Steam,,"The GWR 517 class encompassed a variety of 0-4-2 side tank engines, some having been rebuilt from existing saddle tanks.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The GWR 517 class encompassed a variety of 0-4-2 side tank engines, some having been rebuilt from existing saddle tanks.",
Midland Railway 700 Class,midland_700_class,171,,17,FEAT_TRAINS,locomotive,steam,RAIL,1869,,1951,,480,,17,24,2,140,139,1.58,484.9923283,36.6,16,,72,0.14,50,80,,,,10,,,0,102x0x0,6,ner_tender,"2,2,2,1,2,1",,,,,,,,1,,33,90,2,-2,10,2.4,3.6,1.00,0,1.15,1.7,40,74,"$31,250","$6,013",,,,,,,,,5,,,,,vct,Freight,vct_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,The 700 class was a widely-produced freight engine. In its later years a sixth of the originally produced locomotives were sold to the Italian State Railway.,,,{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The 700 class was a widely-produced freight engine. In its later years a sixth of the originally produced locomotives were sold to the Italian State Railway.,
LB&SCR Stroudley A1,stroudley_a1,172,,18,FEAT_TRAINS,locomotive,steam,RAIL,1872,1880,1963,,300,,12,20,2,150,164,1.2,255.6818182,28,,,34,0.12,45,72,,,7.94,8,,,0,82x0x0,5,,"2,1,2",,,,,,,,1,,35,99,,,9,1.5,1.7,1.00,0,1.15,1.7,34,62,"$26,563","$5,038",,,,,,,,,1,,,,,vct,,vct_,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Originally designed to operate commuter services, the small A1 tank locomotives were still used into the 1960s on the Hayling Island branch line.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}Originally designed to operate commuter services, the small A1 tank locomotives were still used into the 1960s on the Hayling Island branch line.",
NBR Drummond Class C (J32),drummond_class_c,173,,19,FEAT_TRAINS,locomotive,steam,RAIL,1876,,1925,,750,,18,26,2,165,163,1.5,819,41,40,,86,0.11,56,90,,,14.99,10,,,0,102x0x0,6,holmes_tender,"2,2,2,2,1,2",,,,,,,,1,,32,57,,,11.2,3.75,4.3,1.00,0,1.15,1.7,49,82,"$38,281","$6,663",,,,,,,,,4,,,,,vct,Mixed Traffic,vct_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Dugald Drummond's C Class used large (for the time) 18 inch cylinders. They survived into LNER ownership as class J32, although rebuilt to Holmes' later design by that point.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}Dugald Drummond's C Class used large (for the time) 18 inch cylinders. They survived into LNER ownership as class J32, although rebuilt to Holmes' later design by that point.",
GER Class Y14,ger_class_y14,174,,20,FEAT_TRAINS,locomotive,steam,RAIL,1883,,1957,,800,,17.5,24,2,160,190,1.5,804.2929293,75.9,30,,75.4,0.07,65,104,,,14.4,10,,,0,102x0x0,6,holmes_tender,"2,2,2,2,1,2",,,,,,,,1,,38,82,,,13,4,3.77,1.00,0,1.15,1.7,52,86,"$40,625","$6,988",,,,,,,,,2,,,,,vct,Mixed Traffic,vct_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,"GER's Y14 was a highly successful design, being built in much the same form through to 1913. One was built by the Stratford works in under 10 hours.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}GER's Y14 was a highly successful design, being built in much the same form through to 1913. One was built by the Stratford works in under 10 hours.",
GWR 2301 Dean Goods,gwr_dean_goods,176,,21,FEAT_TRAINS,locomotive,steam,RAIL,1883,,1957,,825,,17,24,2,180,184,1.43,826.7641449,41.2,34,,80,0.11,60,96,,,14.4,10,,,0,102x0x0,6,gwr_tender,"2,2,2,2,1,2",,,,,,,,1,,34,82,,-2,12,4.125,4,1.00,0,1.15,1.7,49,84,"$38,281","$6,825",,,,,,,,,3,,,,,vct,Freight,vct_Freight,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,William Dean's 2301 class was the first GWR locomotive to have no outside frame. The light weight made them suited to branch lines.,,,{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}William Dean's 2301 class was the first GWR locomotive to have no outside frame. The light weight made them suited to branch lines.,
NBR Holmes Class C (J36),nbr_class_c,178,,22,FEAT_TRAINS,locomotive,steam,RAIL,1888,,1967,,850,,18,26,2,165,175,1.5,877.5,42.6,40,,88,0.11,60,96,,,14.99,10,,,0,102x0x0,6,holmes_tender,"2,2,2,2,1,2",,,,,,,,1,,36,87,,,12,4.25,4.4,1.00,0,1.15,1.7,52,86,"$40,625","$6,988",,,,,,,,,4,,,,,vct,Mixed Traffic,vct_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Matthew Holmes' Class C was an evolution of Drummond's design. They had a long career, becoming LNER class J36 and surviving to the last days of steam on British railways.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}Matthew Holmes' Class C was an evolution of Drummond's design. They had a long career, becoming LNER class J36 and surviving to the last days of steam on British railways.",
"Midland Railway 115 ""Spinner""",midland_115_class,182,,23,FEAT_TRAINS,locomotive,steam,RAIL,1896,,1928,,850,,19.5,26,2,170,166,2.37,1007.327028,48,42,,68,0.08,90,144,,,11,11,,,0,102x0x0,6,midland_tender,"2,2,2,2,1,2",,,,,,,,,,30,40,,,18,4.25,3.4,1.00,0,1.15,1.7,63,100,"$49,219","$8,125",,,,,,,,,6,,,,,vct,Express,vct_Express,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,"The Midland 115 class gained the nickname ""Spinner"" due to the large single driving wheel. The Midland Railway compensated for the low tractive effort of the 4-2-2 layout by double-heading the trains on heavy loads.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The Midland 115 class gained the nickname ""Spinner"" due to the large single driving wheel. The Midland Railway compensated for the low tractive effort of the 4-2-2 layout by double-heading the trains on heavy loads.",
Drummond M7 Class,drummond_m7,184,,24,FEAT_TRAINS,locomotive,steam,RAIL,1897,1911,1957,,500,,18.5,26,2,175,90,1.7,506.00966,61.2,,,87,0.14,35,56,,,10.5,10.5,,,0,102x0x0,6,,"2,2,2",,,,,,,,1,,34,68,,,7,2.5,4.35,1.00,0,1.15,1.7,38,66,"$29,688","$5,363",,,,,,,,,7,,,,,vct,Cheap,vct_Cheap,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},{BLACK}Powered by: {GOLD}Steam,,The Drummond M7 was built for the London & South Western railway. Its usefulness saw it survive in operation until well into the BR era.,,,{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The Drummond M7 was built for the London & South Western railway. Its usefulness saw it survive in operation until well into the BR era.,
Midland Railway 2441 Class,midland_2441_class,188,,25,FEAT_TRAINS,locomotive,steam,RAIL,1899,1902,1954,,600,,18,26,2,160,125,1.4,607.7922078,49.5,,,92,0.19,40,64,,,9.57,9.57,,,0,102x0x0,6,,"2,2,2",,,,,,,,1,,30,63,,,8,3,4.6,1.00,0,1.15,1.7,41,71,"$32,031","$5,769",,,,,,,,,9,,,,,vct,Cheap,vct_Cheap,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},{BLACK}Powered by: {GOLD}Steam,,"Samuel Johnson's tank engine design were rebuilt later in life by Henry Fowler, providing the inspiration for Fowler's own 3F ""Jinty"" design.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}Samuel Johnson's tank engine design were rebuilt later in life by Henry Fowler, providing the inspiration for Fowler's own 3F ""Jinty"" design.",
GER F48 Class,ger_f48_class,190,,26,FEAT_TRAINS,locomotive,steam,RAIL,1900,,1954,,1100,,19,26,2,180,175,1.5,1066.590909,45.3,38.9,,109,0.13,60,96,,,14.4,10,,,0,102x0x0,6,holmes_tender,"2,2,2,2,1,2",,,,,,,,1,,32,62,2,2,12,5.5,5.45,1.00,0,1.15,1.7,59,94,"$46,094","$7,638",,,,,,,,,2,,,,,edw,Mixed Traffic,edw_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,On introduction the GER F48 was nominally the most powerful 0-6-0 tender locomotive in Britain. Numerous variations of firebox were tried over the production run.,,,{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}On introduction the GER F48 was nominally the most powerful 0-6-0 tender locomotive in Britain. Numerous variations of firebox were tried over the production run.,
Peckett Saddle Tank,peckett_st,194,,27,FEAT_TRAINS,locomotive,steam,RAIL,1901,1914,1955,,350,,14,20,2,160,146,0.9,329.96633,23,,,49,0.21,30,48,,,6.12,6.12,,,0,60x0x0,4,,"1,2,1",,,,,,,,1,,30,62,,,6,1.75,2.45,1.00,0,1.15,1.7,30,56,"$23,438","$4,550",,,,,,,,,10,,,,,edw,Cheap,edw_Cheap,steam_RAIL,{BLACK}Length: {GOLD}0.3 tiles{},{BLACK}Powered by: {GOLD}Steam,,This 0-4-0 saddle tank engine is typical of the many acquired by the GWR from smaller railways during the 1923 grouping of railway companies into the Big Four.,,,{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.3 tiles{}{SILVER}This 0-4-0 saddle tank engine is typical of the many acquired by the GWR from smaller railways during the 1923 grouping of railway companies into the Big Four.,
Midland Railway 1000 Class,midland_1000_class,196,,28,FEAT_TRAINS,locomotive,steam,RAIL,1902,,1935,,950,,20.3,26,3,110,167,2.1,1062.930556,62,42,,97,0.09,80,128,,,17.269,9.769,,,0,102x0x0,6,midland_tender,"2,2,2,2,1,2",,,,,,,,1,,30,41,,,16,4.75,4.85,1.00,0,1.15,1.7,63,100,"$49,219","$8,125",,,,,,,,,11,,,,,edw,Express,edw_Express,steam_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},{BLACK}Powered by: {GOLD}Steam,,"The 1000 class is an express locomotive with a three-cylinder arrangement, using a high pressure cylinder inside the frame and two low pressure cylinders on the outside.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The 1000 class is an express locomotive with a three-cylinder arrangement, using a high pressure cylinder inside the frame and two low pressure cylinders on the outside.",
LNER ES1,lner_es1,198,,29,FEAT_TRAINS,locomotive,electric,ELRL,1903,1904,1927,,640,,,,,,,,,57,,,111,0.19,27,43,,,11.56,11.56,,3.93,0,120x0x58,7,,"2,3,2",,,,,,,,,,30,32,,,5.4,3.2,5.55,1.00,0,0.85,2.3,52,46,"$40,625","$3,738",,,,,,,,,12,,,,,edw,Freight (Electric),edw_Freight (Electric),electric_ELRL,{BLACK}Length: {GOLD}0.5 tiles{},{BLACK}Powered by: {GOLD}25kV AC,,The LNER ES1 (ES for Electric Shunter) is designed for hauling heavy freight trains on steep inclines.,,,{BLACK}Powered by: {GOLD}25kV AC {}{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}The LNER ES1 (ES for Electric Shunter) is designed for hauling heavy freight trains on steep inclines.,
SECR H Class,secr_h_class,202,,30,FEAT_TRAINS,locomotive,steam,RAIL,1904,,1962,,730,,18,26,2,160,150,1.6,731.25,55,,,77,0.14,55,88,,,10.02,10.02,,,0,102x0x0,6,,"2,2,2",,,,,,,,1,,30,66,,,11,3.65,3.85,0.99,0,1.15,1.7,47,79,"$36,719","$6,419",,,,,,,,,1,,,,,edw,Passenger,edw_Passenger,steam_RAIL,{BLACK}Length: {GOLD}0.4 tiles{},{BLACK}Powered by: {GOLD}Steam,,The South Eastern and Chatham Railway H Class is an 0-4-4T tank engine designed for suburban passenger routes. It was in use until the 1960s.,,,{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.4 tiles{}{SILVER}The South Eastern and Chatham Railway H Class is an 0-4-4T tank engine designed for suburban passenger routes. It was in use until the 1960s.,
GWR 4400 Prairie Tank,gwr_4400_class,204,,31,FEAT_TRAINS,locomotive,steam,RAIL,1904,1914,1955,,850,,17,24,2,180,193,1.25,867,63.4,,,95,0.15,55,88,,,11.5,11.5,,,0,120x0x0,7,,"2,3,2",,,,,,,,1,,38,59,,,11,4.25,4.75,0.99,0,1.15,1.7,50,83,"$39,063","$6,744",,,,,,,,,2,,,,,edw,Mixed Traffic,edw_Mixed Traffic,steam_RAIL,{BLACK}Length: {GOLD}0.5 tiles{},{BLACK}Powered by: {GOLD}Steam,,"The GWR ""Small Prairie"" tank engines were designed for operating branch lines.",,,"{BLACK}Powered by: {GOLD}Steam {}{BLACK}Length: {GOLD}0.5 tiles{}{SILVER}The GWR ""Small Prairie"" tank engines were designed for operating branch lines.",
